user_uuid,first_name,birthday,city,country,is_new_user
25064,Manon-Paulette Gaillard,1984-04-10,Baillyboeuf,Haïti,True
34523,Arnaude Le Peron,1968-11-15,Faivre,Thailande,False
26405,Simone Bonnet,1953-03-24,Marion,Djibouti,True
33061,Émilie Pineau,1962-04-01,Sainte Cécile-sur-Mer,Ukraine,True
27658,Hélène-Anne Lesage,1983-07-24,Duhamelnec,Espagne,True
25201,Hortense Grégoire,1948-07-17,Jacquesdan,Soudan,False
26640,Simone Meyer-Gauthier,1963-09-27,BouchetBourg,Royaume-Uni,True
27584,Édith Lopes-Masson,1945-10-09,Daviddan,Ouzbékistan,True
27893,Thomas Jacob,1977-05-01,Pottier-la-Forêt,Guinée,False
28775,Adèle-Henriette Maillard,1999-08-15,Ferrandboeuf,Bahamas,True
31219,Émile Bouvet-Julien,1985-11-18,Neveu,Saint Vincent et les Grenadines,True
31724,Mathilde Barbier du Jacquot,1981-05-13,Barbier,Syrie,False
33619,Xavier Aubry du Guyot,1959-10-04,Sainte Timothée,Trinité et Tobago,True
30743,Éléonore Hoarau-Boulay,1956-02-19,Perez,Polynésie française,False
25350,Alix Ramos,1950-05-10,Garnier,Équateur,False
32798,Luc Bernard,1936-08-06,Saint Suzanne,Uruguay,True
30905,Marcelle Hernandez-Lebon,1933-10-26,Samson,Colombie,False
29247,Claire Diallo,1941-06-10,Saint Lucyboeuf,Wallis et Futuna (Îles),True
34038,Claire Delannoy,1987-09-01,Sainte Émilie,Nigeria,True
31313,Denise Le Brunel,1952-01-05,Saint Théophile,Tchad,True
31574,Margot Pascal-Besson,1972-04-03,Pichon-la-Forêt,Heard et McDonald (Îles),True
24660,Thibaut de la Ferrand,1946-11-28,PerezBourg,Tanzanie,False
28880,Jeannine Lacroix,1999-04-30,Becker,Lithuanie,True
27879,Margaret Bonnin,1994-11-13,Leleu,Nouvelle-Zélande,False
33441,Thérèse Fernandez,1942-03-25,Cohen-sur-Chevallier,Gambie,False
29057,Antoine-Théophile Leroy,1970-05-01,Sainte Charlotte,Sri Lanka,False
30232,Louis du Olivier,1998-10-05,Gautier,Qatar,False
31555,Jules Dijoux,1998-09-08,Diallo,Chili,False
32265,Audrey Hoareau du Menard,1962-11-28,Guérin,Togo,True
34091,Denis Raymond,1959-09-26,Didier-les-Bains,Gambie,False
29554,Nathalie Barbier-Fournier,1957-01-20,Fontaineboeuf,Marshall (Îles),True
31894,Margot Briand,1980-09-19,Benoit-sur-Blanchard,République centrafricaine,False
32450,Alfred Perrin,2001-03-05,Guérin,République tchèque,False
26962,Guillaume Pascal-Becker,1981-08-20,Deschamps-sur-Mer,Ouganda,True
26911,Luce Raymond Le Hervé,1985-11-03,Sainte Maurice,Honduras,True
32042,Sylvie-Sabine Hamon,1949-05-03,Salmondan,Swaziland,True
31349,Émilie du Jacob,1952-06-24,Munoz,Turquie,False
28607,Capucine-Manon Schneider,1950-12-24,Hebert,Monaco,False
33391,Aimée Bonnet-Delaunay,1945-04-26,Gomesnec,Féroé (Îles),False
28128,Christiane Maury,1940-05-13,Saint Célinedan,Espagne,True
27254,Camille Jacques,1956-09-18,Chartier,Kiribati,True
27489,Gilles Guilbert,1977-07-12,Saint MichèleVille,Pérou,False
28508,Christelle Alves,1950-06-25,Galletboeuf,Panama,True
24548,André Guyon,1970-06-21,Sainte Vincent-sur-Mer,Mauritanie,True
27015,Denise Hernandez de la Buisson,1973-07-25,Perrot,Timor,True
24611,Maurice Robin,1941-11-24,Dumas,Roumanie,False
31164,Paul De Oliveira-Navarro,1945-09-21,Jourdan,Seychelles,False
32672,Bertrand Alexandre,1994-05-30,Voisinnec,Chypre,False
32811,Andrée Clément,1977-01-01,Mary,Burkina Faso,True
27218,Alain Marie,1973-03-07,Bernard-la-Forêt,Géorgie du Sud et Sandwich du Sud (Îles),True
27016,Thibault Monnier,1951-05-02,Sainte Colette-la-Forêt,Honduras,False
29025,Franck Gallet,2000-03-03,OllivierVille,Yougoslavie,True
30978,Éric Meunier,1950-07-09,Leconte-sur-Mer,Paraguay,True
30011,Christiane-Renée Joseph,1954-12-15,CharrierBourg,Saint Pierre et Miquelon,False
33130,Charles-Tristan Delaunay,1972-08-16,Brun-sur-Mer,Tuvalu,False
28805,Aimée Renaud-Leclerc,1991-02-15,Allain,Yemen,False
24963,Margaud-Louise Roy,1995-11-16,Saint Susandan,Rép. Dém. du Congo,True
29515,Louis Lemoine,1962-06-13,Leroyboeuf,Vatican (Etat du),False
25107,Geneviève Parent,1986-07-30,Sainte Alicedan,Bulgarie,False
29672,Anaïs de la Roche,1997-04-22,Dupré,Bangladesh,True
26758,Lucie Pelletier,1974-12-18,Lebon,Pérou,True
31813,Auguste Teixeira,1991-01-12,Vallée,Lesotho,True
27986,Lorraine Thibault,1986-03-25,Lamydan,Libye,True
32134,Anaïs Giraud,1945-11-11,Léger,Cameroun,False
33291,Charles Gaudin,1969-06-18,Sauvage,Vatican (Etat du),False
26477,Margaret Andre,1944-03-06,Andre,Géorgie,False
31405,Caroline Ferrand,1978-05-12,Loiseau-sur-Benoit,Mongolie,False
24988,Luce Gallet,1980-06-08,Andre,Libye,False
32944,Sophie-Charlotte Benard,1972-12-22,Rocher-sur-Bonnet,Belgique,False
33244,Xavier-Rémy Fournier,1988-04-21,Valette,Irak,False
26057,Alice Rodriguez,1941-06-22,CostaBourg,République centrafricaine,False
27567,Laurence-Émilie Grégoire,1997-06-23,Alvesdan,Tonga,False
25805,Thomas du Perrot,1989-07-23,Sainte Sébastien,Cap Vert,False
30952,Luc Dubois,1963-01-17,Bertrand,Antarctique,True
28460,Roger Huet,1953-06-11,Saint Renée,Kirghizistan,False
33125,Philippine Maury-Michaud,1994-12-16,Toussaint-sur-Delannoy,Nauru,True
28071,Olivie de Lebon,1960-08-25,Guillaume,Espagne,True
29384,Richard Le Lagarde,1993-01-16,Beckerdan,Kiribati,True
26814,Céline Martel,1995-08-27,Sainte Théodore,Royaume-Uni,False
33925,Paulette Bonnet,1972-07-26,Sainte Laurent,Niger,True
31513,Charles Benard-Besson,2001-10-29,Becker,Arménie,True
28932,Dorothée Briand-Riou,1970-09-28,Michaud,Indonésie,True
28651,David Brunet-Pruvost,1965-04-02,Garcia,Kirghizistan,False
25849,Adèle Briand de la Bazin,1979-05-12,Garciadan,Vierges (Îles),False
25397,Alfred Gallet,1972-01-15,Grégoire-sur-Ledoux,Luxembourg,False
24893,Louis Maillot,1964-06-26,Vasseur,Finlande,True
29977,Luc-Alphonse Maury,1952-11-20,Barre,Antilles néerlandaises,False
30335,Timothée de Lacombe,1942-05-08,Hoareaudan,Ghana,True
25501,Benoît du Hernandez,1973-01-24,Saint Gilbertnec,Nicaragua,True
29437,Manon Mallet,1974-06-24,Jacques-la-Forêt,Pays-Bas,True
29045,Anouk Gay-Lejeune,1938-03-16,Mary,États-Unis,False
27041,Lorraine Breton,1949-02-26,Merle-sur-Mer,Ouganda,False
28811,Margot Gros,1999-02-16,Rioudan,Canada,False
30065,Raymond Clerc,1960-05-05,Sainte Alfred,France,True
28312,Sébastien Renard,1956-08-29,De Sousa,Indonésie,False
28956,Guillaume Leleu,1968-12-28,LelièvreBourg,Liechtenstein,False
25052,Claudine-Madeleine Morel,1970-03-08,Valletdan,Cambodge,True
25276,Tristan Bourdon,1981-02-13,Marin-sur-Mathieu,Mariannes du Nord (Îles),True
27761,Christelle de Guyon,1935-06-15,Saint Gabrielle,Nigeria,False
24538,Adélaïde-Françoise Michel,1983-02-16,Grégoire-sur-David,Fidji (République des),True
31341,Théophile Schneider,1957-04-23,Grenierdan,Sri Lanka,True
31351,Valérie Gaillard-Germain,1963-10-16,Boulanger,Malaisie,False
31332,Michèle de Gonzalez,1940-06-30,Jourdan,Équateur,False
29883,Élise Martin,1953-10-19,Sainte Georgesboeuf,Andorre,False
33400,Constance Chartier,1998-04-07,Le Goff,El Salvador,True
25357,Susan Raynaud,1951-06-07,Riou-sur-Poulain,Allemagne,False
25408,Cécile Munoz,1951-09-09,Auger,Malaisie,True
27855,Capucine Gimenez Le Descamps,1956-07-04,Saint Adélaïde,Argentine,True
29319,Gérard Perrot,1991-12-18,AugerBourg,Roumanie,True
25256,Marianne de la Moreno,1947-12-11,Guillou,Heard et McDonald (Îles),True
30657,Sophie Guillaume,1993-09-28,LesageBourg,Mayotte,True
33362,Marthe Roger,1949-04-28,Sainte François,Suisse,False
28047,Christine Arnaud-Boyer,1942-05-03,Rocher-sur-Barthelemy,Pays-Bas,True
33490,Thibaut de la Boulay,1955-04-24,Lemaire-la-Forêt,Belgique,True
33579,Capucine Cousin Le Dias,1953-09-28,Fouquetboeuf,Nouvelle-Zélande,False
31784,Eugène Rocher,1984-12-13,Guillot-sur-Mer,Nouvelle Calédonie,True
26939,Thomas Nguyen,1985-07-17,BretonVille,Brunei,True
31300,Margot Rey,1954-05-29,Fleurydan,Sri Lanka,True
27540,Sabine de la Chartier,1999-12-25,Descamps-sur-Pierre,Haïti,False
24893,Juliette Poirier,1945-03-03,Saint Pénélope,Suisse,True
27535,Manon Gros du Meyer,1971-12-01,Roche,Cambodge,False
31858,Pierre Bouvier-Fernandes,1994-10-11,Gautiernec,Madagascar,True
33755,Dominique-Nathalie Masse,1992-11-06,Roussel,Guadeloupe,True
33412,Joseph Boucher,1953-04-05,Techer,Qatar,False
32485,Margot Roger-Seguin,1989-09-02,Carre-sur-Diaz,Bulgarie,True
28087,Marine Boutin,1937-08-19,Bonneau,Cocos (Îles),True
30330,Philippine Chauvet,1958-03-23,Gilbert-sur-Mer,Guinée Equatoriale,False
27863,André de Guichard,1953-06-16,Saint Émilie-la-Forêt,Indonésie,True
33929,Patrick Gérard,1982-07-15,LenoirVille,Cambodge,True
26890,Bernard Denis-Baron,1934-10-10,Alves,Guadeloupe,False
32632,Zacharie-Henri Bailly,1981-12-05,Evrard,Luxembourg,True
30103,Patricia Mathieu-Mallet,1947-11-19,Regnier,Macau,True
30077,Rémy de la Valentin,1978-01-31,Meunierdan,Guyane française,True
33661,Sophie du Dufour,1955-09-18,Sainte Adrien,Algérie,True
28118,Émile Aubert,1944-03-26,Pinto,Vierges britanniques (Îles),False
28963,Agathe Marty du Étienne,1940-04-17,FontaineBourg,Roumanie,True
32118,Claudine Costa,1956-02-10,Gauthier-les-Bains,Botswana,False
28125,Vincent Blin-Dos Santos,1969-08-02,Ramos,Émirats arabes unis,False
34234,Alexandria Huet,1967-07-28,Vallet,Belize,False
26435,François Delattre,1993-04-20,Delormeboeuf,Géorgie,True
32172,Alexandrie Humbert de Étienne,1986-11-26,Boyer,Libye,True
28780,Arthur Lombard,1950-03-17,Saint Josetteboeuf,Zimbabwe,False
24833,Christophe-Éric Maréchal,1958-06-10,Besnard,Corée du Sud,True
32775,Henri Petit,1986-08-08,Poirier-la-Forêt,Suisse,True
26680,Élise Marty,1995-07-29,Saint Pierre,Géorgie,True
28771,Margot Langlois-Perrot,2001-08-28,Joly,Slovénie,True
33935,Simone Lecoq,1969-11-27,Moulin,Norvège,False
31912,Margot-Margaud Brunet,1984-03-29,Vasseur,Tokelau,True
26679,Marguerite de la Charpentier,1947-05-06,Saint Noémi-la-Forêt,Géorgie du Sud et Sandwich du Sud (Îles),True
31562,Suzanne-Camille Fabre,1940-07-22,Fournier,Territoire britannique de l'océan Indien,True
34447,Luce Benoit,1936-09-28,Bourdon,Belize,True
25548,Denise Besson,1951-03-04,Sanchez,Suriname,True
29111,Jean Fischer,1988-07-25,Saint Cécile,Russie,False
30376,Raymond Meyer-Albert,1933-09-05,Sainte Patrick-sur-Mer,Géorgie,True
33980,Noémi Ferreira,1983-04-29,Lesage-sur-Mendès,Mexique,False
30674,Sabine Le Allard,1947-02-26,Alexandre,Honduras,False
33426,Tristan Lopez,1988-01-15,Masse,Corée du Nord,True
25378,Gérard Potier,1954-03-04,MathieuVille,Nepal,True
34228,Christophe Mahe de Pierre,1961-06-06,Le Roux,Tchad,False
26596,Anastasie Lombard,1933-05-11,Picard,Mauritanie,True
31785,Agnès-Claudine Bouvier,1951-12-29,Pascal-la-Forêt,Croatie,False
31608,Corinne Hervé de la Grondin,1969-04-02,Voisindan,Palau,True
31491,Lucas Fournier-Neveu,1984-12-05,GuichardVille,Arabie saoudite,True
27460,Valérie Bonnet,1956-07-12,LetellierVille,Venezuela,False
33286,Paulette Marchal-Legros,1943-03-16,Moreau,Hongrie,False
32080,Luce Rivière-Delorme,1981-05-20,Regnierdan,Saint-Marin (Rép. de),True
31960,Adrien Torres-Vallée,1992-10-30,Merle,Micronésie (États fédérés de),True
31240,Joseph Maurice,1993-08-11,RoyVille,Ghana,True
31978,Virginie-Véronique Tanguy,1949-07-03,Becker-sur-Weber,Guinée,False
27959,Lucas Martins,1981-07-04,Colin,Kazakhstan,False
30048,Jérôme Adam,1986-05-30,LerouxVille,Taiwan,True
33596,Alexandre Legrand,1985-01-04,Saint Anaïs-sur-Mer,Honduras,True
30886,Geneviève Duhamel,1933-10-10,MenardBourg,Maldives (Îles),False
30485,Aimée Bertrand,1942-08-04,LaineVille,Zimbabwe,True
29120,Roland Pruvost,1969-10-11,Saint René,Allemagne,False
27234,Alain Potier de Bourgeois,1986-09-30,Renault,Belize,True
32285,Christiane Allard,1984-08-16,Saint VéroniqueBourg,Inde,True
33628,Jérôme Joseph Le Maillard,1958-09-01,Raynaud-sur-Rémy,Togo,False
29998,Gérard Gimenez,1947-08-18,Grenierdan,Cook (Îles),False
33902,Rémy Dupré,1998-01-25,Pichon-les-Bains,Géorgie,False
26733,David Jacob de la David,1936-12-20,Sainte Philippedan,El Salvador,False
26809,Paul Tanguy du Goncalves,1984-07-18,Saint Thomas,São Tomé et Príncipe (Rép.),False
26624,Bernard Grondin,2000-08-15,Sainte Georgesnec,Mongolie,False
27963,Isaac Lemonnier,1964-09-04,GillesVille,Cambodge,False
26021,Alain-Gabriel Gallet,1981-11-03,Henry,Fidji (République des),True
30443,Andrée-Édith Chauveau,1995-03-11,Rivière,Oman,True
29477,Lucy Didier de la Maillot,1998-08-30,Potier,Tchad,True
26493,Madeleine Gomez,1975-05-26,Dumont,Érythrée,True
24762,Susanne Camus,1963-02-16,Blondel,Grèce,False
28145,Nicole Weber,1993-06-11,Legrand,Sainte Lucie,True
33751,Théophile Parent,1941-09-15,Saint Marianne,Saint-Marin (Rép. de),True
28382,Christophe Courtois,1968-06-25,Bouvier,République tchèque,True
33003,Raymond de la Thierry,1998-12-29,Michaud,Bouvet (Îles),True
24651,Amélie Hoarau,1984-09-05,Bernard,Seychelles,False
31665,Danielle-Alice Bodin,1965-07-19,Camusboeuf,Macédoine,True
31821,Corinne Andre-Lemaire,1936-09-01,Jacques,Côte d'Ivoire,True
27148,Alexandre Bouvet de Launay,1969-02-24,Mahe,Tadjikistan,True
26381,Madeleine Costa,1982-01-06,Verdier,Niue,False
25690,Geneviève Richard,1949-12-05,Sainte Jacquelinedan,Tonga,False
29163,Thibaut Benard du Charles,1980-02-27,Lebon,France,True
34436,Éléonore Lamy,1934-05-19,Sainte Paul-sur-Mer,Australie,False
26861,Danielle de Fernandez,1982-04-16,Masse,Timor,False
25430,Rémy Clément,1966-11-23,Turpin-les-Bains,Canada,False
28979,Christelle-Thérèse Cousin,1971-01-08,Sainte Patriciaboeuf,Pologne,True
30676,Sophie Pereira-Weber,1991-05-23,Jacob,Mariannes du Nord (Îles),False
34249,Susanne du Daniel,1948-07-26,BaronBourg,Antilles néerlandaises,True
32383,Audrey Maury,1956-07-18,Saint Céline,Uruguay,False
30142,Auguste Valette du Roux,1970-05-24,Garnier,Wallis et Futuna (Îles),False
32448,Jérôme de la Delattre,1994-10-21,Renault,Géorgie du Sud et Sandwich du Sud (Îles),True
30650,Denis-Alexandre Maury,1976-03-09,Besson,Papouasie-Nouvelle-Guinée,False
25942,Isaac Julien-Benard,1968-02-15,Fischer,Wallis et Futuna (Îles),False
31582,Lucas Alexandre,1993-09-12,ChrétienVille,Tonga,False
28141,Lucas Guyon,1965-04-11,Durand,Botswana,True
26562,Jules Le Mendès,1987-06-25,Saint Jérôme,République tchèque,True
29127,Anouk Da Costa,1981-06-18,Leblanc,Costa Rica,False
29287,Aurore-Océane Leduc,1981-08-27,Leclercq,Vierges (Îles),False
28477,Maggie-Suzanne Gimenez,1932-12-14,Bousquet,Martinique,False
33632,Denise de la Pichon,1948-06-17,Marindan,Bulgarie,False
30145,Susanne de la Perrin,1962-08-13,Thierry-la-Forêt,Biélorussie,False
31062,Lucy de Pineau,1945-07-03,Sainte Jacqueline,Guinée Equatoriale,False
33337,Édith Lopez,1988-06-17,Lerouxboeuf,Nigeria,False
33410,Mathilde Lucas-Wagner,1987-09-25,Hoareau,Gabon,True
31668,Guillaume Moreau,1951-03-26,Noël,Maroc,True
32849,Guy Le Clément,1980-10-06,RoussetVille,Corée du Sud,True
31930,Véronique Le Mercier,1945-10-31,Chevalier-sur-Legendre,Turquie,True
25298,Philippe Bazin de Sauvage,1975-12-18,Fleury,Côte d'Ivoire,True
25609,Anastasie Briand-Valentin,1971-06-25,Alves,Gibraltar,False
30220,Laure Pons,1966-05-14,Caron-sur-Dupuy,Bulgarie,False
28421,Philippine Le Lopez,1960-04-12,Durand,Anguilla,True
27536,Élodie Weber,1987-12-18,Barbe,Inde,False
26298,Alexandrie Pires,1991-08-22,Rocher,Suriname,False
31044,Marc Evrard,2000-02-07,Saint Margotdan,Soudan,False
28799,Adèle-Inès Lefèvre,1939-05-29,Roger,Chypre,True
24717,Margot de Denis,1979-11-19,Marques,Réunion (La),False
26194,Aurélie Chauvet,1933-12-24,Bouvet-les-Bains,Islande,True
26310,Grégoire de Briand,1946-01-22,Mary,Croatie,False
25588,Valentine de la Perrier,1995-12-30,Saint Marie-la-Forêt,Aruba,True
32762,Roland Leroy-Cohen,1980-03-09,CharpentierBourg,Tanzanie,False
31456,Honoré Lemonnier-Bazin,1949-05-04,Faure,Syrie,False
27028,Charlotte Ruiz,1958-04-12,Moreno,Macédoine,False
26679,Émile-Henri Benoit,1951-05-08,AndreBourg,Gambie,True
29374,Michel Rey,1963-10-08,Samson,Fidji (République des),False
31595,Anaïs Colas,1972-02-08,Dufour,Sainte Hélène,True
31094,Claire Nicolas-Henry,1975-06-06,Malletnec,Liechtenstein,True
33334,Claude De Oliveira,1978-12-12,Gimenez,Afghanistan,True
30516,Isaac Rousset-Thomas,1995-03-27,Thierry-sur-Lemonnier,Indonésie,False
30568,Timothée Caron-Gros,1963-12-23,LemoineVille,Corée du Nord,True
31121,Sylvie Gonzalez,1971-05-16,Maréchaldan,Azerbaïdjan,False
27105,Jules Bertin de la Cordier,1966-12-13,Lopes,Sénégal,True
26097,Laurence Lebreton,1966-05-02,Payet,Kenya,True
27193,Sabine Lévêque,1999-02-06,Hamon-la-Forêt,Tuvalu,True
33680,Franck Bruneau,1997-06-23,Menard-sur-De Sousa,Tanzanie,True
33289,Caroline Wagner,1993-02-07,Gilles,Nouvelle-Zélande,False
28043,Claude Thierry,1934-05-20,Rodrigues,Seychelles,True
33401,Pierre Dupuy,1964-08-04,Boulay,Géorgie du Sud et Sandwich du Sud (Îles),True
33851,Laurent Normand,1980-02-25,Hoarau,Kazakhstan,False
30741,Augustin Tessier,1940-06-27,Lacroix,Sainte Lucie,True
29599,Alfred Collin,1956-08-21,Ferrand-les-Bains,Féroé (Îles),True
25666,Colette-Maryse Paul,1961-09-25,Le Gall-les-Bains,Cook (Îles),False
